best_epoch,best_test_loss,final_train_loss,final_test_loss,final_accuracy_train,final_accuracy_test,num_epochs,early_stopping,eta,h1,h2,batch_size,dropout_rate,weight_decay,momentum
19,1.8094952441751957,1.7204700002670288,1.8322228454053402,0.42131245,0.36645508,29,True,0.001,256,64,128,0.1,0.0001,0.3
64,1.8332704417407513,1.790384042739868,1.8354144543409348,0.38874996,0.36645508,74,True,0.0001,256,64,128,0.1,0.0001,0.3
9,1.8464012203216553,1.7314458673000335,1.8768714833259583,0.396375,0.3365,19,True,0.01,256,128,16,0.1,0.0001,0.3
7,1.8657186908721923,1.753682113647461,1.8843990125656127,0.39212495,0.33449996,17,True,0.001,256,128,16,0.1,0.0001,0.3
24,1.8644168515205384,1.7654018551111221,1.8849076261520386,0.39068747,0.34249997,34,True,0.0001,256,128,16,0.1,0.0001,0.3
9,1.823386960029602,1.6948412919044495,1.869632731437683,0.41868746,0.34649998,19,True,0.01,256,128,32,0.1,0.0001,0.3
14,1.836599907875061,1.7060891156196594,1.8759740438461303,0.417875,0.3545,24,True,0.001,256,128,32,0.1,0.0001,0.3
33,1.8444244947433472,1.761491589307785,1.8553121185302734,0.39824998,0.35724998,43,True,0.0001,256,128,32,0.1,0.0001,0.3
5,1.8170470283144997,1.7083778805732728,1.8565520634726873,0.41662496,0.35838288,15,True,0.01,256,128,64,0.1,0.0001,0.3
16,1.8171813544772921,1.7025203857421876,1.8461545932860601,0.42424995,0.36210316,26,True,0.001,256,128,64,0.1,0.0001,0.3
58,1.8215488441406735,1.7514386949539185,1.8380619741621471,0.40581244,0.36557537,68,True,0.0001,256,128,64,0.1,0.0001,0.3
10,1.8176323547959328,1.6814684467315675,1.847329057753086,0.42868745,0.37109375,20,True,0.01,256,128,128,0.1,0.0001,0.3
13,1.8156475350260735,1.7334724159240722,1.834938406944275,0.41399997,0.36621094,23,True,0.001,256,128,128,0.1,0.0001,0.3
46,1.8355027958750725,1.8098023176193236,1.8458724208176136,0.3838125,0.36279297,56,True,0.0001,256,128,128,0.1,0.0001,0.3
11,1.8514400448799133,1.7242787905931474,1.8820511445999146,0.39893746,0.34449995,21,True,0.01,256,256,16,0.1,0.0001,0.3
5,1.8617758984565735,1.7746422073841095,1.864765860080719,0.38143748,0.34599996,15,True,0.001,256,256,16,0.1,0.0001,0.3
35,1.856840718269348,1.7376277443170547,1.8738869280815125,0.40449995,0.35024995,45,True,0.0001,256,256,16,0.1,0.0001,0.3
5,1.826971736907959,1.7123356230258941,1.8607607936859132,0.40762496,0.35074997,15,True,0.01,256,256,32,0.1,0.0001,0.3
10,1.8330909242630005,1.7205439829826354,1.8729413146972655,0.40718746,0.34399998,20,True,0.001,256,256,32,0.1,0.0001,0.3
23,1.8475080413818359,1.7789870417118072,1.8638066501617432,0.38937497,0.35125,33,True,0.0001,256,256,32,0.1,0.0001,0.3
14,1.8130750447984725,1.665814709663391,1.8461633693604242,0.42674994,0.36631942,24,True,0.01,256,256,64,0.1,0.0001,0.3
7,1.817678996494838,1.7351986289024353,1.8223118157613845,0.412125,0.37028766,17,True,0.001,256,256,64,0.1,0.0001,0.3
33,1.8348604119013225,1.7891407504081727,1.8396951281835163,0.39056247,0.36507934,43,True,0.0001,256,256,64,0.1,0.0001,0.3
9,1.8029209673404694,1.6801515998840333,1.8360975794494152,0.43156248,0.36791992,19,True,0.01,256,256,128,0.1,0.0001,0.3
18,1.8224674612283707,1.7195041131973268,1.8410373032093048,0.4224375,0.3623047,28,True,0.001,256,256,128,0.1,0.0001,0.3
47,1.8464836701750755,1.8033393001556397,1.8484495244920254,0.38599998,0.3618164,57,True,0.0001,256,256,128,0.1,0.0001,0.3
10,1.8536366653442382,1.7307079684734346,1.8755012717247008,0.391625,0.33799994,20,True,0.01,256,512,16,0.1,0.0001,0.3
14,1.8539868841171265,1.7267732449769975,1.8765201072692872,0.4043125,0.34949994,24,True,0.001,256,512,16,0.1,0.0001,0.3
24,1.8630797114372253,1.772679903268814,1.8692537064552308,0.38537496,0.33924997,34,True,0.0001,256,512,16,0.1,0.0001,0.3
9,1.8273074989318847,1.7011999187469482,1.8580608577728273,0.41193748,0.36025,19,True,0.01,256,512,32,0.1,0.0001,0.3
8,1.8402124366760253,1.7233767256736756,1.862249430656433,0.4141875,0.35224998,18,True,0.001,256,512,32,0.1,0.0001,0.3
29,1.8432929649353027,1.7608302006721497,1.8549629697799683,0.39818746,0.35249996,39,True,0.0001,256,512,32,0.1,0.0001,0.3
9,1.8148835708224584,1.6802729744911193,1.8306541669936407,0.43018746,0.36656743,19,True,0.01,256,512,64,0.1,0.0001,0.3
17,1.8233146799935236,1.6977435836791992,1.8606771892971463,0.42549998,0.34623015,27,True,0.001,256,512,64,0.1,0.0001,0.3
24,1.8405126635990445,1.8039865922927856,1.859454213626801,0.38024998,0.35912693,34,True,0.0001,256,512,64,0.1,0.0001,0.3
12,1.8048448376357555,1.6762956066131591,1.8237069956958294,0.43156248,0.36010742,22,True,0.01,256,512,128,0.1,0.0001,0.3
16,1.8217549994587898,1.7237896394729615,1.8361971639096737,0.413625,0.36889648,26,True,0.001,256,512,128,0.1,0.0001,0.3
36,1.8447169177234173,1.8131511325836183,1.8485423475503922,0.37443745,0.3737793,46,True,0.0001,256,512,128,0.1,0.0001,0.3
6,1.844686134338379,1.7360557905435563,1.8694095730781555,0.3935625,0.35174996,16,True,0.01,512,32,16,0.1,0.0001,0.3
7,1.8534123167991639,1.7594964470863341,1.875605845451355,0.389125,0.33999997,17,True,0.001,512,32,16,0.1,0.0001,0.3
19,1.8586116409301758,1.7856093423366546,1.8610719733238221,0.3845625,0.3545,29,True,0.0001,512,32,16,0.1,0.0001,0.3
4,1.8379068994522094,1.7216854207515717,1.8723507881164552,0.41056246,0.34199995,14,True,0.01,512,32,32,0.1,0.0001,0.3
9,1.842767725944519,1.724348646402359,1.8476189737319946,0.41149998,0.35749996,19,True,0.001,512,32,32,0.1,0.0001,0.3
38,1.8402714729309082,1.7460253717899323,1.8427171258926391,0.40612495,0.35375,48,True,0.0001,512,32,32,0.1,0.0001,0.3
5,1.810673130883111,1.7092043471336364,1.8483676834711953,0.41437495,0.3489583,15,True,0.01,512,32,64,0.1,0.0001,0.3
20,1.8219031606401717,1.6960546617507934,1.857701746244279,0.42949998,0.36061502,30,True,0.001,512,32,64,0.1,0.0001,0.3
67,1.8229245269109333,1.7468376927375793,1.8342181292791215,0.40618747,0.37152773,77,True,0.0001,512,32,64,0.1,0.0001,0.3
6,1.8151897490024567,1.7018833751678466,1.8221274614334106,0.42125,0.37524414,16,True,0.01,512,32,128,0.1,0.0001,0.3
19,1.8135981373488903,1.7161282663345336,1.8160473816096783,0.42374998,0.3774414,29,True,0.001,512,32,128,0.1,0.0001,0.3
48,1.8461549617350101,1.8061007175445556,1.852482046931982,0.37887496,0.3647461,58,True,0.0001,512,32,128,0.1,0.0001,0.3
16,1.8486991543769837,1.7135530262589456,1.9005342817306519,0.401375,0.33949995,26,True,0.01,512,64,16,0.1,0.0001,0.3
8,1.851344244003296,1.7581963937282563,1.880446674823761,0.3915,0.34424996,18,True,0.001,512,64,16,0.1,0.0001,0.3
27,1.8613070230484008,1.7643576555252076,1.8840620045661927,0.39156246,0.34024996,37,True,0.0001,512,64,16,0.1,0.0001,0.3
7,1.8330887537002563,1.7041997413635255,1.842763822555542,0.40774995,0.35749996,17,True,0.01,512,64,32,0.1,0.0001,0.3
11,1.8397544641494752,1.7131403133869172,1.8589879093170165,0.415375,0.35375,21,True,0.001,512,64,32,0.1,0.0001,0.3
31,1.8405402593612672,1.7648311865329742,1.8559613447189331,0.39975,0.35549998,41,True,0.0001,512,64,32,0.1,0.0001,0.3
8,1.8121536667384799,1.6852228937149047,1.835661628889659,0.42543745,0.36507934,18,True,0.01,512,64,64,0.1,0.0001,0.3
19,1.8196849539166404,1.703156716823578,1.8474382597302634,0.42724997,0.37624002,29,True,0.001,512,64,64,0.1,0.0001,0.3
39,1.8327890918368386,1.7807909116744995,1.8427153295940824,0.39524996,0.3571428,49,True,0.0001,512,64,64,0.1,0.0001,0.3
5,1.8136839643120766,1.7021345462799071,1.8407290652394295,0.42149997,0.36206055,15,True,0.01,512,64,128,0.1,0.0001,0.3
22,1.8166607730090618,1.704284073829651,1.8253043293952942,0.42312497,0.37036133,32,True,0.001,512,64,128,0.1,0.0001,0.3
49,1.8409175351262093,1.8046746644973755,1.846266720443964,0.3825,0.36376953,59,True,0.0001,512,64,128,0.1,0.0001,0.3
7,1.8474490594863893,1.7391902998685838,1.885654272556305,0.39287496,0.33924997,17,True,0.01,512,128,16,0.1,0.0001,0.3
13,1.8591818480491638,1.7340060436725617,1.8832780890464782,0.40056247,0.33874995,23,True,0.001,512,128,16,0.1,0.0001,0.3
21,1.857735948085785,1.7817221740484237,1.8685076279640198,0.38643748,0.35149997,31,True,0.0001,512,128,16,0.1,0.0001,0.3
5,1.837212384223938,1.7160340371131897,1.8501914501190186,0.41149998,0.35724998,15,True,0.01,512,128,32,0.1,0.0001,0.3
17,1.8377247714996339,1.701396305322647,1.8677482032775878,0.42118746,0.34774995,27,True,0.001,512,128,32,0.1,0.0001,0.3
22,1.8459575395584107,1.7747981343269348,1.8508804597854613,0.39543748,0.35749996,32,True,0.0001,512,128,32,0.1,0.0001,0.3
9,1.8136726788112096,1.6859463248252868,1.8489154917853219,0.42624998,0.36086303,19,True,0.01,512,128,64,0.1,0.0001,0.3
18,1.8258653557489788,1.7022813711166382,1.8414719710274348,0.41924995,0.37475193,28,True,0.001,512,128,64,0.1,0.0001,0.3
69,1.8333979277383714,1.7406769351959228,1.840724507967631,0.41356248,0.35937494,79,True,0.0001,512,128,64,0.1,0.0001,0.3
4,1.8162901476025581,1.705826892852783,1.8382122479379177,0.42193747,0.36206055,14,True,0.01,512,128,128,0.1,0.0001,0.3
16,1.8176463097333908,1.723249150276184,1.8390503078699112,0.41924995,0.36743164,26,True,0.001,512,128,128,0.1,0.0001,0.3
59,1.8280009217560291,1.7875203380584717,1.8321190029382706,0.3879375,0.36645508,69,True,0.0001,512,128,128,0.1,0.0001,0.3
7,1.845988046169281,1.7375894320011138,1.877833751678467,0.3935625,0.34475,17,True,0.01,512,256,16,0.1,0.0001,0.3
11,1.8554840021133423,1.7395987207889556,1.8829184565544128,0.40012497,0.33949995,21,True,0.001,512,256,16,0.1,0.0001,0.3
29,1.861445677280426,1.7544826282262802,1.876196538925171,0.39231247,0.34099996,39,True,0.0001,512,256,16,0.1,0.0001,0.3
11,1.8365306291580201,1.6860165948867798,1.8439388341903686,0.42168748,0.36099994,21,True,0.01,512,256,32,0.1,0.0001,0.3
13,1.833572540283203,1.7127374835014344,1.8482514400482177,0.41837496,0.35549998,23,True,0.001,512,256,32,0.1,0.0001,0.3
23,1.8472715578079224,1.7784516730308533,1.8583138227462768,0.39262497,0.35849994,33,True,0.0001,512,256,32,0.1,0.0001,0.3
7,1.8021461831198797,1.69564004945755,1.845848970943027,0.42424995,0.3625992,17,True,0.01,512,256,64,0.1,0.0001,0.3
7,1.8183779602959043,1.7342286500930786,1.8254618985312325,0.41149998,0.3695436,17,True,0.001,512,256,64,0.1,0.0001,0.3
38,1.826966331118629,1.7770898561477662,1.8459784871055966,0.400625,0.36334324,48,True,0.0001,512,256,64,0.1,0.0001,0.3
12,1.8124461136758327,1.6730110778808593,1.8492143973708153,0.42799997,0.3569336,22,True,0.01,512,256,128,0.1,0.0001,0.3
11,1.8242002911865711,1.742413236618042,1.845220047980547,0.412125,0.36328125,21,True,0.001,512,256,128,0.1,0.0001,0.3
76,1.8328888677060604,1.7724958734512328,1.8471016809344292,0.39624995,0.35717773,86,True,0.0001,512,256,128,0.1,0.0001,0.3
11,1.851644052028656,1.7262849928736688,1.8954997534751892,0.39499998,0.33199996,21,True,0.01,512,512,16,0.1,0.0001,0.3
14,1.856650872707367,1.7243791326284408,1.893267991065979,0.40006244,0.33624995,24,True,0.001,512,512,16,0.1,0.0001,0.3
29,1.8617783656120301,1.7660464370250701,1.8742270412445068,0.39087498,0.34349996,39,True,0.0001,512,512,16,0.1,0.0001,0.3
4,1.8350166511535644,1.7101813921928406,1.855128812789917,0.41393745,0.3545,14,True,0.01,512,512,32,0.1,0.0001,0.3
9,1.8375720872879029,1.7265846021175384,1.8585078496932983,0.41162497,0.34849995,19,True,0.001,512,512,32,0.1,0.0001,0.3
32,1.8411729135513306,1.761738914012909,1.8509515895843507,0.39674997,0.35274994,42,True,0.0001,512,512,32,0.1,0.0001,0.3
8,1.8154504109942724,1.697767514705658,1.8468090068726313,0.42093748,0.3551587,18,True,0.01,512,512,64,0.1,0.0001,0.3
7,1.8232279221216838,1.7314082822799683,1.8243368693760462,0.41512495,0.36235118,17,True,0.001,512,512,64,0.1,0.0001,0.3
42,1.8356935864403134,1.774172646522522,1.8424265895571028,0.39624995,0.3625992,52,True,0.0001,512,512,64,0.1,0.0001,0.3
15,1.8171986863017082,1.6615778007507325,1.8475573398172855,0.43668747,0.36743164,25,True,0.01,512,512,128,0.1,0.0001,0.3
19,1.8196491934359074,1.7202302389144897,1.8454008512198925,0.41724998,0.359375,29,True,0.001,512,512,128,0.1,0.0001,0.3
33,1.8498811833560467,1.8250931377410888,1.859097395092249,0.37712497,0.3564453,43,True,0.0001,512,512,128,0.1,0.0001,0.3
186,1.7776881195604801,1.6810593719482423,1.7783406972885132,0.43974996,0.38134766,196,True,0.0001,512,512,128,0,0,0
174,1.7740676142275333,1.6766317567825317,1.7742828205227852,0.44168746,0.37890625,184,True,0.0001,512,512,128,0,0,0.1
150,1.7759632542729378,1.68521240234375,1.7764019407331944,0.43787497,0.39575195,160,True,0.0001,512,512,128,0,0,0.125
184,1.7763193808495998,1.670971767425537,1.777792938053608,0.44731247,0.39086914,194,True,0.0001,512,512,128,0,0,0.15
166,1.7823047488927841,1.6762599849700928,1.7826568000018597,0.44199997,0.38330078,176,True,0.0001,512,512,128,0,0,0.175
152,1.7828621491789818,1.6722087049484253,1.7829253636300564,0.443375,0.3803711,162,True,0.0001,512,512,128,0,0,0.2
155,1.7725818157196045,1.6748336687088012,1.7729765065014362,0.44256246,0.3852539,165,True,0.0001,512,512,128,0,0,0.225
159,1.7749932035803795,1.6698620815277099,1.7759707234799862,0.44318748,0.38867188,169,True,0.0001,512,512,128,0,0,0.25
158,1.779353454709053,1.6662584228515624,1.7803358063101768,0.4438125,0.39013672,168,True,0.0001,512,512,128,0,0,0.275
134,1.7745775878429413,1.6768510599136353,1.7761202938854694,0.44418746,0.39282227,144,True,0.0001,512,512,128,0,0,0.3
187,1.782291617244482,1.6804116792678834,1.7830810770392418,0.43743747,0.39208984,197,True,0.0001,512,512,128,0,0.001,0
152,1.7697776407003403,1.6857841835021972,1.7699520885944366,0.433375,0.390625,162,True,0.0001,512,512,128,0,0.001,0.1
162,1.776374876499176,1.680766697883606,1.7768885903060436,0.439125,0.39331055,172,True,0.0001,512,512,128,0,0.001,0.125
166,1.7764078117907047,1.675211778640747,1.7772369049489498,0.44462496,0.38720703,176,True,0.0001,512,512,128,0,0.001,0.15
160,1.7769501581788063,1.681893183708191,1.7770043276250362,0.43756247,0.3876953,170,True,0.0001,512,512,128,0,0.001,0.175
149,1.7793894372880459,1.677882495880127,1.780416626483202,0.43862498,0.3935547,159,True,0.0001,512,512,128,0,0.001,0.2
152,1.7792480327188969,1.6732540807724,1.780373454093933,0.44568747,0.3840332,162,True,0.0001,512,512,128,0,0.001,0.225
162,1.7712041810154915,1.6679447202682496,1.7725310698151588,0.44656247,0.38745117,172,True,0.0001,512,512,128,0,0.001,0.25
151,1.7722834721207619,1.6763761777877808,1.7730688266456127,0.44081247,0.38378906,161,True,0.0001,512,512,128,0,0.001,0.275
135,1.7815034836530685,1.674034960746765,1.7824242040514946,0.44756246,0.38598633,145,True,0.0001,512,512,128,0,0.001,0.3
204,1.767770390957594,1.673982063293457,1.7678333669900894,0.44268745,0.3930664,214,True,0.0001,512,512,128,0,0.0001,0
166,1.773465309292078,1.6815030965805053,1.7738102413713932,0.43974996,0.39160156,176,True,0.0001,512,512,128,0,0.0001,0.1
146,1.7754422165453434,1.6884563570022584,1.7756903916597366,0.43906248,0.39013672,156,True,0.0001,512,512,128,0,0.0001,0.125
155,1.7780632451176643,1.6836447849273681,1.778645396232605,0.43681246,0.38793945,165,True,0.0001,512,512,128,0,0.0001,0.15
152,1.779784508049488,1.6765094985961915,1.7805991396307945,0.4445625,0.3876953,162,True,0.0001,512,512,128,0,0.0001,0.175
157,1.7772971875965595,1.6775068359375,1.7774363420903683,0.4404375,0.38330078,167,True,0.0001,512,512,128,0,0.0001,0.2
150,1.776830043643713,1.681022099494934,1.7774162478744984,0.4425,0.39038086,160,True,0.0001,512,512,128,0,0.0001,0.225
147,1.7738235369324684,1.6718998889923096,1.775152288377285,0.4461875,0.39013672,157,True,0.0001,512,512,128,0,0.0001,0.25
138,1.7743525952100754,1.680717746734619,1.77488898858428,0.44093746,0.3852539,148,True,0.0001,512,512,128,0,0.0001,0.275
140,1.774439599364996,1.6710918674468993,1.776104785501957,0.44287497,0.3918457,150,True,0.0001,512,512,128,0,0.0001,0.3
51,1.8591787740588188,1.8314742002487183,1.864035528153181,0.37093747,0.3659668,61,True,0.0001,512,512,128,0.1,0,0
35,1.856194756925106,1.8349038753509521,1.858259491622448,0.3698125,0.35302734,45,True,0.0001,512,512,128,0.1,0,0.1
49,1.844814546406269,1.8192704868316651,1.8503947667777538,0.3746875,0.3623047,59,True,0.0001,512,512,128,0.1,0,0.125
71,1.8371374383568764,1.7952656450271607,1.8435978293418884,0.38887495,0.35864258,81,True,0.0001,512,512,128,0.1,0,0.15
67,1.8328181616961956,1.8045231943130493,1.8552705571055412,0.38374996,0.3557129,77,True,0.0001,512,512,128,0.1,0,0.175
51,1.8426849991083145,1.8097520666122437,1.8456813879311085,0.38399994,0.3647461,61,True,0.0001,512,512,128,0.1,0,0.2
88,1.8229044079780579,1.772197485923767,1.8295701406896114,0.39506245,0.37231445,98,True,0.0001,512,512,128,0.1,0,0.225
62,1.8342785499989986,1.7950160398483277,1.8421425484120846,0.3895625,0.36499023,72,True,0.0001,512,512,128,0.1,0,0.25
37,1.855715524405241,1.8199170265197755,1.8624006174504757,0.37768745,0.35668945,47,True,0.0001,512,512,128,0.1,0,0.275
54,1.8439791575074196,1.798787591934204,1.8581648133695126,0.38037497,0.36132812,64,True,0.0001,512,512,128,0.1,0,0.3
55,1.854378517717123,1.8194775047302245,1.85499057918787,0.37318748,0.35180664,65,True,0.0001,512,512,128,0.1,0.001,0
84,1.8337185382843018,1.794033616065979,1.8448671884834766,0.38981247,0.36669922,94,True,0.0001,512,512,128,0.1,0.001,0.1
101,1.8246919848024845,1.7700822353363037,1.8403566218912601,0.40162498,0.36523438,111,True,0.0001,512,512,128,0.1,0.001,0.125
35,1.8558920472860336,1.8362998657226564,1.859165258705616,0.37281245,0.35961914,45,True,0.0001,512,512,128,0.1,0.001,0.15
70,1.834683544933796,1.797731873512268,1.8403021395206451,0.3869375,0.36328125,80,True,0.0001,512,512,128,0.1,0.001,0.175
66,1.8355871848762035,1.7926207008361816,1.8497194088995457,0.38981247,0.35180664,76,True,0.0001,512,512,128,0.1,0.001,0.2
67,1.8328288197517395,1.7857194290161134,1.851142793893814,0.39156246,0.36401367,77,True,0.0001,512,512,128,0.1,0.001,0.225
71,1.8240621723234653,1.787736207962036,1.8351856581866741,0.39725,0.35766602,81,True,0.0001,512,512,128,0.1,0.001,0.25
51,1.841452606022358,1.8102762498855591,1.845007237046957,0.38,0.36816406,61,True,0.0001,512,512,128,0.1,0.001,0.275
55,1.8352749571204185,1.7984257526397704,1.8479676470160484,0.39012498,0.36865234,65,True,0.0001,512,512,128,0.1,0.001,0.3
71,1.8396611884236336,1.805090558052063,1.8521450757980347,0.3813125,0.36157227,81,True,0.0001,512,512,128,0.1,0.0001,0
80,1.8373303711414337,1.7879357814788819,1.8496142774820328,0.39306247,0.35961914,90,True,0.0001,512,512,128,0.1,0.0001,0.1
73,1.8357398211956024,1.8010606346130371,1.8492913246154785,0.38474995,0.36279297,83,True,0.0001,512,512,128,0.1,0.0001,0.125
48,1.8467866964638233,1.822349603652954,1.8496223837137222,0.37249994,0.3671875,58,True,0.0001,512,512,128,0.1,0.0001,0.15
71,1.8353918939828873,1.792230019569397,1.8441603928804398,0.3910625,0.36328125,81,True,0.0001,512,512,128,0.1,0.0001,0.175
63,1.8397416025400162,1.7944554843902587,1.8572824373841286,0.38837498,0.36010742,73,True,0.0001,512,512,128,0.1,0.0001,0.2
81,1.8294619470834732,1.7869962873458862,1.8423474878072739,0.38937497,0.35986328,91,True,0.0001,512,512,128,0.1,0.0001,0.225
41,1.839877687394619,1.8125341186523438,1.8468256741762161,0.38193744,0.36010742,51,True,0.0001,512,512,128,0.1,0.0001,0.25
53,1.846672274172306,1.8009476823806763,1.851439069956541,0.385875,0.35620117,63,True,0.0001,512,512,128,0.1,0.0001,0.275
38,1.8535958342254162,1.821111367225647,1.8572868183255196,0.37724996,0.3564453,48,True,0.0001,512,512,128,0.1,0.0001,0.3
53,1.9031206220388412,1.8887268829345703,1.9080570824444294,0.34818745,0.34155273,63,True,0.0001,512,512,128,0.2,0,0
85,1.885861761868,1.8478191032409668,1.9084917679429054,0.36299998,0.3388672,95,True,0.0001,512,512,128,0.2,0,0.1
45,1.9088635221123695,1.8887894315719604,1.9190789610147476,0.34943748,0.3305664,55,True,0.0001,512,512,128,0.2,0,0.125
33,1.918141320347786,1.9081217012405396,1.9256280660629272,0.34237498,0.3383789,43,True,0.0001,512,512,128,0.2,0,0.15
50,1.9139151349663734,1.8733535223007203,1.9175012819468975,0.3565625,0.33398438,60,True,0.0001,512,512,128,0.2,0,0.175
51,1.9092594049870968,1.8674535074234009,1.9313089214265347,0.35924995,0.32470703,61,True,0.0001,512,512,128,0.2,0,0.2
54,1.9038134142756462,1.8660861806869506,1.9335215911269188,0.35556245,0.32788086,64,True,0.0001,512,512,128,0.2,0,0.225
53,1.8948669508099556,1.8767179584503173,1.911225225776434,0.35518748,0.34179688,63,True,0.0001,512,512,128,0.2,0,0.25
50,1.9027722515165806,1.8670271244049073,1.9207600392401218,0.35562497,0.33398438,60,True,0.0001,512,512,128,0.2,0,0.275
57,1.892527036368847,1.8476948623657226,1.8964287973940372,0.36831248,0.33618164,67,True,0.0001,512,512,128,0.2,0,0.3
42,1.9131583161652088,1.904521529197693,1.9492606334388256,0.34468746,0.3293457,52,True,0.0001,512,512,128,0.2,0.001,0
46,1.901885312050581,1.893906548500061,1.9144240655004978,0.3484375,0.34277344,56,True,0.0001,512,512,128,0.2,0.001,0.1
39,1.9112249128520489,1.8934020195007324,1.9295565150678158,0.34262496,0.3330078,49,True,0.0001,512,512,128,0.2,0.001,0.125
37,1.909050714224577,1.897449348449707,1.9107126630842686,0.34199995,0.34179688,47,True,0.0001,512,512,128,0.2,0.001,0.15
30,1.9257374666631222,1.905519082069397,1.9294813312590122,0.3441875,0.32763672,40,True,0.0001,512,512,128,0.2,0.001,0.175
70,1.8858490027487278,1.8519986047744752,1.895504143089056,0.36668748,0.34375,80,True,0.0001,512,512,128,0.2,0.001,0.2
36,1.9091910310089588,1.8931278886795044,1.91156892105937,0.348,0.3466797,46,True,0.0001,512,512,128,0.2,0.001,0.225
58,1.898301187902689,1.8729411182403564,1.9097569398581982,0.35724998,0.34277344,68,True,0.0001,512,512,128,0.2,0.001,0.25
35,1.9206512495875359,1.8866014108657836,1.9271890968084335,0.34787494,0.3359375,45,True,0.0001,512,512,128,0.2,0.001,0.275
28,1.9210482388734818,1.8976334657669067,1.944722954183817,0.34749997,0.32641602,38,True,0.0001,512,512,128,0.2,0.001,0.3
42,1.9196525551378727,1.9081352500915527,1.9222376942634583,0.34099996,0.32641602,52,True,0.0001,512,512,128,0.2,0.0001,0
33,1.9213252179324627,1.914598907470703,1.9257032088935375,0.33749998,0.33007812,43,True,0.0001,512,512,128,0.2,0.0001,0.1
35,1.9237477853894234,1.8984755058288574,1.9284669272601604,0.3450625,0.32299805,45,True,0.0001,512,512,128,0.2,0.0001,0.125
67,1.902252309024334,1.8552554988861083,1.910752773284912,0.36506248,0.34033203,77,True,0.0001,512,512,128,0.2,0.0001,0.15
40,1.9249287620186806,1.8911638917922973,1.9417105950415134,0.35043746,0.328125,50,True,0.0001,512,512,128,0.2,0.0001,0.175
46,1.9053965620696545,1.8830440406799316,1.908150389790535,0.35481244,0.34228516,56,True,0.0001,512,512,128,0.2,0.0001,0.2
38,1.9046307057142258,1.8848054275512696,1.9109333530068398,0.3566875,0.33789062,48,True,0.0001,512,512,128,0.2,0.0001,0.225
34,1.9025322534143925,1.8979431533813476,1.932556625455618,0.34475,0.33325195,44,True,0.0001,512,512,128,0.2,0.0001,0.25
66,1.8933891952037811,1.8471829919815064,1.9170244000852108,0.36543745,0.34155273,76,True,0.0001,512,512,128,0.2,0.0001,0.275
52,1.8857859559357166,1.8666784648895263,1.8971972838044167,0.35837495,0.35229492,62,True,0.0001,512,512,128,0.2,0.0001,0.3
64,1.963054172694683,1.9485039215087891,1.9901401959359646,0.33543748,0.31176758,74,True,0.0001,512,512,128,0.3,0,0
69,1.9566432759165764,1.9463696193695068,1.9793096408247948,0.33162498,0.3166504,79,True,0.0001,512,512,128,0.3,0,0.1
22,2.008518014103174,2.0001147842407225,2.0144626572728157,0.31312495,0.30810547,32,True,0.0001,512,512,128,0.3,0,0.125
46,1.969312734901905,1.9631127939224242,1.985610656440258,0.32274997,0.32470703,56,True,0.0001,512,512,128,0.3,0,0.15
23,2.0084146559238434,2.00173509311676,2.0093973092734814,0.31443745,0.3161621,33,True,0.0001,512,512,128,0.3,0,0.175
81,1.9619253799319267,1.9198856563568116,1.979327529668808,0.33962494,0.32104492,91,True,0.0001,512,512,128,0.3,0,0.2
32,1.9881009198725224,1.9832488508224488,2.010789889842272,0.31724995,0.30566406,42,True,0.0001,512,512,128,0.3,0,0.225
39,1.9717515632510185,1.9583516759872437,1.9795386120676994,0.32418746,0.32299805,49,True,0.0001,512,512,128,0.3,0,0.25
61,1.9731278978288174,1.9305764322280883,1.9961251020431519,0.33787495,0.32006836,71,True,0.0001,512,512,128,0.3,0,0.275
35,1.9884504303336143,1.9566574964523316,1.9931912198662758,0.32806247,0.31762695,45,True,0.0001,512,512,128,0.3,0,0.3
33,2.00614283233881,1.9987107486724853,2.01473842933774,0.31987494,0.31030273,43,True,0.0001,512,512,128,0.3,0.001,0
76,1.950707133859396,1.9185230941772462,1.9596305824816227,0.34587497,0.32763672,86,True,0.0001,512,512,128,0.3,0.001,0.1
70,1.9594187177717686,1.94039857006073,1.96877009421587,0.33674997,0.32470703,80,True,0.0001,512,512,128,0.3,0.001,0.125
53,1.9752736650407314,1.9472701473236085,1.9772641770541668,0.33674997,0.32128906,63,True,0.0001,512,512,128,0.3,0.001,0.15
68,1.9609916098415852,1.9334566373825073,1.9943708591163158,0.33587497,0.31225586,78,True,0.0001,512,512,128,0.3,0.001,0.175
52,1.965985108166933,1.9555115518569945,1.9934090375900269,0.32731247,0.3125,62,True,0.0001,512,512,128,0.3,0.001,0.2
50,1.9603338353335857,1.9478597888946534,2.000634081661701,0.32756245,0.30664062,60,True,0.0001,512,512,128,0.3,0.001,0.225
52,1.9766249060630798,1.9513234844207763,1.9784012995660305,0.32643747,0.3178711,62,True,0.0001,512,512,128,0.3,0.001,0.25
34,1.9827384389936924,1.976363971710205,1.9943327568471432,0.32199997,0.31518555,44,True,0.0001,512,512,128,0.3,0.001,0.275
75,1.949895191937685,1.9216013908386231,1.9641387090086937,0.34006244,0.32177734,85,True,0.0001,512,512,128,0.3,0.001,0.3
