best_epoch,best_test_loss,final_train_loss,final_test_loss,final_accuracy_train,final_accuracy_test,num_epochs,out_channels1,out_channels2,out_channels3,out_channels4,h1,h2,h3,eta,batch_size,dropout_rate,weight_decay,stride,padding,kernel_size,pool_kernel_size,pool_stride
6,0.9468795619904995,0.20277864283323288,1.160346494987607,0.7972213571667671,-0.160346494987607,11,128,128,128,128,256,1024,512,0.0001,128,0,0,1,1,3,3,2
8,0.8175968135160113,0.22458339664340018,0.9750901517413911,0.7754166033565998,0.02490984825860887,13,128,128,128,128,256,1024,1024,0.001,64,0,0,1,1,3,3,2
6,0.9025214626675561,0.18247063870728017,1.168843356389848,0.8175293612927198,-0.16884335638984793,11,128,128,128,128,256,1024,1024,0.0001,64,0,0,1,1,3,3,2
6,0.8366928771138191,0.2789273738861084,0.9772836789488792,0.7210726261138916,0.022716321051120758,11,128,128,128,128,256,1024,1024,0.001,128,0,0,1,1,3,3,2
5,0.9520128909498453,0.24279177153110504,1.112624328583479,0.757208228468895,-0.11262432858347893,10,128,128,128,128,256,1024,1024,0.0001,128,0,0,1,1,3,3,2
6,0.8031333736957066,0.2801186099946499,0.9878542565164112,0.7198813900053501,0.012145743483588767,11,128,128,128,128,512,128,128,0.001,64,0,0,1,1,3,3,2
7,0.9232619461559114,0.1872634390294552,1.129253862396119,0.8127365609705448,-0.12925386239611902,12,128,128,128,128,512,128,128,0.0001,64,0,0,1,1,3,3,2
8,0.8108161650598049,0.18858946663141252,0.9997737463563681,0.8114105333685875,0.00022625364363193512,13,128,128,128,128,512,128,128,0.001,128,0,0,1,1,3,3,2
7,0.9222917649894953,0.19745654368400573,1.1246307007968426,0.8025434563159943,-0.12463070079684258,12,128,128,128,128,512,128,128,0.0001,128,0,0,1,1,3,3,2
8,0.8091319047269367,0.2302592253535986,0.9749785444093129,0.7697407746464013,0.025021455590687136,13,128,128,128,128,512,128,256,0.001,64,0,0,1,1,3,3,2
7,0.9009480069554041,0.1713839672356844,1.14839938519493,0.8286160327643156,-0.1483993851949299,12,128,128,128,128,512,128,256,0.0001,64,0,0,1,1,3,3,2
6,0.8332771547138691,0.29611552274227143,0.9687522333115339,0.7038844772577286,0.031247766688466072,11,128,128,128,128,512,128,256,0.001,128,0,0,1,1,3,3,2
7,0.9296678267419338,0.1992578619122505,1.1030432134866714,0.8007421380877495,-0.10304321348667145,12,128,128,128,128,512,128,256,0.0001,128,0,0,1,1,3,3,2
8,0.7837467841685765,0.20633443874120713,1.0073229821901473,0.7936655612587928,-0.007322982190147265,13,128,128,128,128,512,128,512,0.001,64,0,0,1,1,3,3,2
5,0.9378749453832232,0.27531289917230606,1.0380167866510057,0.7246871008276939,-0.03801678665100572,10,128,128,128,128,512,128,512,0.0001,64,0,0,1,1,3,3,2
6,0.8075899165123701,0.28507765996456147,0.8787007946521044,0.7149223400354385,0.12129920534789562,11,128,128,128,128,512,128,512,0.001,128,0,0,1,1,3,3,2
7,0.9489943496882915,0.19929282987117766,1.1883794963359833,0.8007071701288223,-0.18837949633598328,12,128,128,128,128,512,128,512,0.0001,128,0,0,1,1,3,3,2
8,0.7970203265311226,0.2474915177822113,0.8773796884786516,0.7525084822177888,0.12262031152134845,13,128,128,128,128,512,128,1024,0.001,64,0,0,1,1,3,3,2
6,0.9008549773503863,0.21406989905238152,1.1018100835028148,0.7859301009476185,-0.10181008350281484,11,128,128,128,128,512,128,1024,0.0001,64,0,0,1,1,3,3,2
9,0.8117558900266886,0.19196193009614945,0.9311748761683702,0.8080380699038505,0.06882512383162975,14,128,128,128,128,512,128,1024,0.001,128,0,0,1,1,3,3,2
5,0.9504799637943506,0.29426299917697907,1.0618672668933868,0.7057370008230209,-0.06186726689338684,10,128,128,128,128,512,128,1024,0.0001,128,0,0,1,1,3,3,2
9,0.8064327854958792,0.19388759349286555,1.1104051697821844,0.8061124065071344,-0.1104051697821844,14,128,128,128,128,512,256,128,0.001,64,0,0,1,1,3,3,2
5,0.9162689343331352,0.2554566406905651,1.0108207331763372,0.7445433593094348,-0.01082073317633725,10,128,128,128,128,512,256,128,0.0001,64,0,0,1,1,3,3,2
6,0.7972190976142883,0.27161406207084654,0.9306399505585432,0.7283859379291535,0.0693600494414568,11,128,128,128,128,512,256,128,0.001,128,0,0,1,1,3,3,2
5,0.9435553327202797,0.29717673039436343,1.0162935853004456,0.7028232696056366,-0.016293585300445557,10,128,128,128,128,512,256,128,0.0001,128,0,0,1,1,3,3,2
7,0.8255675274228292,0.24226163592934608,0.9608913130230374,0.7577383640706539,0.03910868697696257,12,128,128,128,128,512,256,256,0.001,64,0,0,1,1,3,3,2
6,0.8984307845433553,0.20670322233438493,1.0846853237303475,0.793296777665615,-0.08468532373034754,11,128,128,128,128,512,256,256,0.0001,64,0,0,1,1,3,3,2
8,0.8138353582471609,0.19660385251045226,1.0389776956290007,0.8033961474895477,-0.038977695629000664,13,128,128,128,128,512,256,256,0.001,128,0,0,1,1,3,3,2
6,0.9269683249294758,0.2585636100769043,0.9769584238529205,0.7414363899230957,0.023041576147079468,11,128,128,128,128,512,256,256,0.0001,128,0,0,1,1,3,3,2
8,0.7654047263047051,0.21549344262480735,0.9087530043390062,0.7845065573751926,0.09124699566099381,13,128,128,128,128,512,256,512,0.001,64,0,0,1,1,3,3,2
6,0.8983160758775378,0.20422411096096038,1.1136971409358676,0.7957758890390396,-0.11369714093586758,11,128,128,128,128,512,256,512,0.0001,64,0,0,1,1,3,3,2
8,0.8069580923765898,0.19306199496984483,0.9349538665264845,0.8069380050301551,0.06504613347351551,13,128,128,128,128,512,256,512,0.001,128,0,0,1,1,3,3,2
5,0.9450474288314581,0.2939338986873627,1.082277936860919,0.7060661013126373,-0.082277936860919,10,128,128,128,128,512,256,512,0.0001,128,0,0,1,1,3,3,2
6,0.7806718604905265,0.2987026148736477,0.8635425652776446,0.7012973851263523,0.1364574347223554,11,128,128,128,128,512,256,1024,0.001,64,0,0,1,1,3,3,2
